frame,iso_time,infer_fps,loop_fps,infer_ms,n_obj,bldc_motor,stm32f4,mpu6500,ir_sensor,elco_capacitor,resistor,pin_header,xt30_female
180,2026-06-16T07:23:03.880,50.74,13.81,19.71,9,1,1,1,1,1,0,3,1
181,2026-06-16T07:23:03.945,84.33,15.43,11.86,9,1,1,1,1,1,0,3,1
182,2026-06-16T07:23:04.009,51.92,15.74,19.26,9,1,1,1,1,1,0,3,1
183,2026-06-16T07:23:04.073,83.58,15.58,11.96,9,1,1,1,1,1,0,3,1
184,2026-06-16T07:23:04.128,90.26,18.0,11.08,9,1,1,1,1,1,0,3,1
185,2026-06-16T07:23:04.217,80.37,11.31,12.44,9,1,1,1,1,1,0,3,1
186,2026-06-16T07:23:04.272,88.74,18.04,11.27,9,1,1,1,1,1,0,3,1
187,2026-06-16T07:23:04.337,88.62,15.53,11.28,8,1,1,1,1,0,0,3,1
188,2026-06-16T07:23:04.404,70.54,14.9,14.18,9,1,1,1,1,1,0,3,1
189,2026-06-16T07:23:04.466,83.26,16.02,12.01,9,1,1,1,1,1,0,3,1
190,2026-06-16T07:23:04.529,88.61,16.08,11.29,8,1,1,1,1,0,0,3,1
191,2026-06-16T07:23:04.592,88.35,15.65,11.32,9,1,1,1,1,1,0,3,1
192,2026-06-16T07:23:04.673,88.47,12.5,11.3,9,1,1,1,1,1,0,3,1
193,2026-06-16T07:23:04.736,88.57,15.85,11.29,8,1,1,1,1,0,0,3,1
194,2026-06-16T07:23:04.801,88.45,15.33,11.31,9,1,1,1,1,1,0,3,1
195,2026-06-16T07:23:04.865,89.4,15.61,11.19,9,1,1,1,1,1,0,3,1
196,2026-06-16T07:23:04.929,89.03,15.77,11.23,9,1,1,1,1,1,0,3,1
197,2026-06-16T07:23:04.992,88.73,15.93,11.27,9,1,1,1,1,1,0,3,1
198,2026-06-16T07:23:05.072,89.6,12.36,11.16,9,1,1,1,1,1,0,3,1
199,2026-06-16T07:23:05.145,51.17,13.76,19.54,9,1,1,1,1,1,0,3,1
200,2026-06-16T07:23:05.208,86.31,15.69,11.59,9,1,1,1,1,1,0,3,1
201,2026-06-16T07:23:05.263,86.72,18.37,11.53,9,1,1,1,1,1,0,3,1
202,2026-06-16T07:23:05.342,60.67,12.69,16.48,9,1,1,1,1,1,0,3,1
203,2026-06-16T07:23:05.391,90.44,20.12,11.06,9,1,1,1,1,1,0,3,1
204,2026-06-16T07:23:05.491,49.9,10.0,20.04,9,1,1,1,1,1,0,3,1
205,2026-06-16T07:23:05.537,88.33,21.47,11.32,9,1,1,1,1,1,0,3,1
206,2026-06-16T07:23:05.601,88.13,16.01,11.35,9,1,1,1,1,1,0,3,1
207,2026-06-16T07:23:05.665,87.5,15.57,11.43,9,1,1,1,1,1,0,3,1
208,2026-06-16T07:23:05.727,88.32,16.07,11.32,9,1,1,1,1,1,0,3,1
209,2026-06-16T07:23:05.801,52.14,13.56,19.18,9,1,1,1,1,1,0,3,1
210,2026-06-16T07:23:05.873,89.07,13.8,11.23,9,1,1,1,1,1,0,3,1
211,2026-06-16T07:23:05.935,87.66,16.1,11.41,9,1,1,1,1,1,0,3,1
212,2026-06-16T07:23:06.001,89.02,15.35,11.23,9,1,1,1,1,1,0,3,1
213,2026-06-16T07:23:06.073,55.36,13.83,18.06,9,1,1,1,1,1,0,3,1
214,2026-06-16T07:23:06.128,88.19,17.98,11.34,9,1,1,1,1,1,0,3,1
215,2026-06-16T07:23:06.201,51.69,13.62,19.35,9,1,1,1,1,1,0,3,1
216,2026-06-16T07:23:06.272,90.4,14.15,11.06,9,1,1,1,1,1,0,3,1
217,2026-06-16T07:23:06.338,88.27,15.18,11.33,9,1,1,1,1,1,0,3,1
218,2026-06-16T07:23:06.409,51.91,14.26,19.27,9,1,1,1,1,1,0,3,1
219,2026-06-16T07:23:06.475,79.34,14.97,12.6,9,1,1,1,1,1,0,3,1
220,2026-06-16T07:23:06.529,87.73,18.34,11.4,9,1,1,1,1,1,0,3,1
221,2026-06-16T07:23:06.610,50.89,12.53,19.65,9,1,1,1,1,1,0,3,1
222,2026-06-16T07:23:06.681,51.68,14.06,19.35,9,1,1,1,1,1,0,3,1
223,2026-06-16T07:23:06.743,81.64,16.08,12.25,9,1,1,1,1,1,0,3,1
224,2026-06-16T07:23:06.800,89.77,17.59,11.14,9,1,1,1,1,1,0,3,1
225,2026-06-16T07:23:06.873,50.61,13.72,19.76,9,1,1,1,1,1,0,3,1
226,2026-06-16T07:23:06.927,90.91,18.35,11.0,9,1,1,1,1,1,0,3,1
227,2026-06-16T07:23:06.990,92.78,15.77,10.78,9,1,1,1,1,1,0,3,1
228,2026-06-16T07:23:07.072,87.24,12.3,11.46,9,1,1,1,1,1,0,3,1
229,2026-06-16T07:23:07.135,89.77,15.83,11.14,9,1,1,1,1,1,0,3,1
230,2026-06-16T07:23:07.199,89.55,15.45,11.17,9,1,1,1,1,1,0,3,1
231,2026-06-16T07:23:07.264,88.86,15.39,11.25,9,1,1,1,1,1,0,3,1
232,2026-06-16T07:23:07.327,87.53,15.93,11.43,9,1,1,1,1,1,0,3,1
233,2026-06-16T07:23:07.392,87.78,15.48,11.39,9,1,1,1,1,1,0,3,1
234,2026-06-16T07:23:07.475,82.91,12.12,12.06,9,1,1,1,1,1,0,3,1
235,2026-06-16T07:23:07.536,89.56,16.32,11.17,9,1,1,1,1,1,0,3,1
236,2026-06-16T07:23:07.606,64.34,14.42,15.54,9,1,1,1,1,1,0,3,1
237,2026-06-16T07:23:07.665,88.77,16.77,11.27,9,1,1,1,1,1,0,3,1
238,2026-06-16T07:23:07.737,86.93,13.88,11.5,9,1,1,1,1,1,0,3,1
239,2026-06-16T07:23:07.803,48.55,15.28,20.6,9,1,1,1,1,1,0,3,1
240,2026-06-16T07:23:07.880,88.87,12.95,11.25,9,1,1,1,1,1,0,3,1
241,2026-06-16T07:23:07.944,52.6,15.49,19.01,9,1,1,1,1,1,0,3,1
242,2026-06-16T07:23:08.017,50.99,13.78,19.61,9,1,1,1,1,1,0,3,1
243,2026-06-16T07:23:08.063,89.3,21.61,11.2,9,1,1,1,1,1,0,3,1
244,2026-06-16T07:23:08.137,50.81,13.37,19.68,9,1,1,1,1,1,0,3,1
245,2026-06-16T07:23:08.192,89.12,18.32,11.22,9,1,1,1,1,1,0,3,1
246,2026-06-16T07:23:08.272,89.32,12.55,11.2,9,1,1,1,1,1,0,3,1
247,2026-06-16T07:23:08.336,89.8,15.55,11.14,9,1,1,1,1,1,0,3,1
248,2026-06-16T07:23:08.398,90.19,16.0,11.09,9,1,1,1,1,1,0,3,1
249,2026-06-16T07:23:08.476,46.06,12.92,21.71,9,1,1,1,1,1,0,3,1
250,2026-06-16T07:23:08.535,55.79,17.09,17.92,9,1,1,1,1,1,0,3,1
251,2026-06-16T07:23:08.591,88.8,18.07,11.26,9,1,1,1,1,1,0,3,1
252,2026-06-16T07:23:08.670,89.04,12.45,11.23,9,1,1,1,1,1,0,3,1
253,2026-06-16T07:23:08.737,85.02,15.01,11.76,9,1,1,1,1,1,0,3,1
254,2026-06-16T07:23:08.799,87.81,16.11,11.39,9,1,1,1,1,1,0,3,1
255,2026-06-16T07:23:08.865,89.3,15.28,11.2,9,1,1,1,1,1,0,3,1
